UserID,RestaurantID,food
603,1,-0.38659415
610,1,-0.4365518566
613,1,-0.4249801128
617,1,-0.3607566612
633,1,-0.2829129447
636,1,-0.1106511107
639,1,-0.2534098671
646,1,-0.4543386822
647,1,-0.3127401975
656,1,-0.3673662168
667,1,-0.2175027439
671,1,-0.0779661534
673,1,-0.367244825
675,1,-0.3043710697
679,1,-0.1875991149
681,1,-0.385255472
688,1,-0.3792567817
690,1,-0.2659507256
691,1,-0.3482162381
694,1,-0.3846500508
695,1,-0.2113057764
698,1,-0.383060508
700,1,-0.229155113
706,1,-0.1609466897
707,1,-0.327479923
708,1,-0.3696402697
709,1,-0.3963551758
716,1,-0.3357903371
723,1,-0.1126903638
725,1,-0.1865739835
730,1,-0.3722102546
735,1,-0.2307333378
736,1,-0.4119815424
743,1,-0.2644742343
749,1,-0.3195427408
751,1,-0.311875554
755,1,-0.4677550732
756,1,-0.2652334347
757,1,-0.4087540533
758,1,-0.2923067215
761,1,-0.2398034587
766,1,-0.3452008032
767,1,-0.4422296031
768,1,-0.388511099
772,1,-0.2578230922
794,1,-0.1999460767
797,1,-0.1187166847
798,1,-0.3168237119
807,1,-0.2547740756
808,1,-0.2380640528
810,1,-0.2764936703
813,1,-0.2026658323
821,1,-0.2781816731
825,1,-0.2786294134
832,1,-0.1088576771
839,1,-0.2917353751
844,1,-0.241991418
845,1,-0.2479489817
850,1,-0.2455373663
866,1,-0.3322226993
881,1,-0.2318911996
885,1,-0.2213188131
886,1,-0.269583017
887,1,-0.2890119342
890,1,-0.3326967179
891,1,-0.3788337875
892,1,-0.1809504484
898,1,-0.3496873509
900,1,-0.3347662946
905,1,-0.2536710954
907,1,-0.195162113
915,1,-0.4122922933
916,1,-0.3933644771
919,1,-0.1967992886
924,1,-0.4065155765
926,1,-0.1871744046
930,1,-0.0276230381
934,1,-0.4187356804
937,1,-0.372833265
942,1,-0.0875555804
944,1,-0.0495911437
955,1,-0.2303365722
960,1,-0.1788655022
963,1,-0.4650658569
965,1,-0.1683925716
967,1,-0.2799479332
989,1,-0.4783722889
991,1,-0.3304754369
995,1,-0.2132545273
12,2,-0.3099536737
18,2,-0.1607747699
21,2,-0.2933618117
23,2,-0.3055631579
28,2,-0.1260976808
32,2,-0.2976928953
35,2,-0.2011903231
41,2,-0.1533089208
50,2,-0.2609370128
56,2,-0.1734432843
59,2,-0.2503101356
63,2,-0.3057237521
67,2,-0.247432675
69,2,-0.2264253715
71,2,-0.2222559785
72,2,0.0132478733
77,2,-0.1696138109
83,2,-0.0582191349
86,2,-0.1781229354
87,2,-0.1449185103
91,2,0.0193512554
95,2,-0.1275011723
97,2,-0.2631389961
105,2,-0.2154446351
106,2,-0.1935685266
122,2,0.1141952413
123,2,-0.0788461043
124,2,-0.2123109281
134,2,-0.4272472499
150,2,-0.2781999235
152,2,-0.2107044515
160,2,-0.4696358612
161,2,-0.2196887818
162,2,-0.1424138919
163,2,-0.3409597156
164,2,-0.1377266934
165,2,-0.3035997369
166,2,0.0671857264
173,2,-0.2229757702
174,2,-0.1032427761
175,2,-0.4207833855
176,2,-0.3275847695
182,2,-0.2171526821
194,2,-0.3803319618
205,2,-0.1852137187
206,2,-0.1926310609
207,2,-0.3858190671
216,2,-0.1881849116
217,2,-0.1466561899
218,2,-0.2634069702
219,2,-0.3064060921
222,2,-0.0246113741
226,2,-0.3017550059
227,2,-0.3151601432
230,2,-0.2251827906
231,2,-0.2536458415
238,2,-0.2819960988
244,2,-0.3968323155
249,2,-0.083027222
251,2,-0.4466467994
252,2,-0.2072923312
254,2,-0.239520356
256,2,-0.3447162224
260,2,-0.2191228857
261,2,-0.2314290166
266,2,-0.1442737851
272,2,-0.231505703
277,2,-0.1704036023
280,2,-0.2241165045
285,2,-0.3582872215
286,2,-0.2743817861
292,2,-0.2530087827
294,2,-0.3302032389
297,2,-0.2458335177
304,2,-0.0603452293
307,2,-0.2868080781
311,2,-0.2147567579
318,2,-0.0813379821
319,2,-0.143756602
322,2,0.0160427374
333,2,-0.0815656865
349,2,0.0837384626
357,2,-0.0883567811
361,2,-0.1648936583
367,2,-0.0540257675
368,2,-0.2302865629
370,2,-0.121976749
374,2,-0.2926853824
379,2,-0.0618553524
384,2,-0.1156975688
385,2,-0.0999320799
388,2,-0.3398831608
390,2,-0.0774968265
392,2,-0.2887289956
393,2,-0.2867542347
394,2,-0.3665483171
400,2,-0.1503230704
404,2,-0.358706765
406,2,-0.0811883269
408,2,0.0036958408
412,2,-0.1899737615
414,2,-0.1722432285
418,2,-0.3604660622
420,2,-0.2695815318
424,2,-0.2423666693
431,2,-0.286754651
436,2,-0.2050929117
437,2,-0.1360304112
438,2,-0.2898542359
441,2,-0.1578192213
445,2,-0.1407317484
447,2,-0.2238730221
459,2,-0.1215255452
461,2,-0.2398802578
468,2,-0.2100552104
476,2,-0.1259207465
484,2,-0.1381916508
486,2,0.0054132322
493,2,-0.2610797409
502,2,-0.1931031476
503,2,-0.1497579628
504,2,-0.3618794866
511,2,-0.2217786119
514,2,-0.2328432185
515,2,-0.2744662255
520,2,-0.1286882932
521,2,-0.1412770418
522,2,-0.1637636716
526,2,-0.0840922043
537,2,-0.2308334971
544,2,-0.4161463458
545,2,-0.1331384072
548,2,-0.24356545
554,2,-0.1467723815
555,2,-0.1592735389
557,2,-0.1797776134
566,2,-0.2134078926
567,2,-0.2571845931
574,2,-0.0876857889
582,2,-0.2484596915
584,2,-0.275328995
587,2,0.1183089061
597,2,-0.1679086084
600,2,-0.1945275741
602,2,-0.2091410673
608,2,-0.3999993047
614,2,-0.2187739393
616,2,-0.1240690336
617,2,-0.0020191233
620,2,-0.4745861353
626,2,-0.1280574589
628,2,-0.1218822378
629,2,-0.2266539998
632,2,-0.200705428
636,2,-0.3427966044
651,2,-0.384191362
655,2,-0.1245768986
656,2,-0.0594358332
658,2,-0.1517456304
665,2,-0.1946881062
668,2,-0.1949544007
671,2,-0.2198999486
674,2,-0.2438052589
682,2,-0.2391468911
685,2,-0.1229412598
688,2,-0.0632475526
695,2,-0.0532
705,2,-0.1000807722
712,2,-0.1032381267
719,2,-0.4622200198
723,2,-0.1876739506
724,2,-0.4209609939
727,2,-0.0176695059
728,2,-0.2634907519
730,2,-0.0517147866
738,2,-0.1113214129
751,2,-0.4787387952
752,2,-0.1507021963
753,2,-0.2374385986
755,2,-0.0765241838
764,2,-0.4428736909
766,2,-0.1505383993
771,2,-0.2854400466
773,2,-0.2722512826
775,2,-0.0740127992
779,2,-0.1718471847
781,2,-0.1089744458
794,2,-0.4270348578
803,2,-0.2861659596
807,2,-0.1504529186
810,2,-0.1529506667
815,2,0.1117495063
816,2,-0.0518951315
819,2,-0.3245022214
820,2,-0.0870384732
823,2,-0.2347706003
833,2,-0.2602271086
837,2,-0.2175159445
842,2,-0.1784263184
843,2,-0.2814297206
844,2,-0.1394085311
845,2,-0.3270561227
848,2,-0.3225016324
850,2,-0.0797204432
854,2,-0.3048075914
858,2,-0.1557572925
868,2,-0.1699695564
871,2,-0.3474856242
872,2,-0.0281949273
873,2,-0.064298761
875,2,-0.107762539
876,2,-0.4368585103
881,2,-0.104848529
887,2,-0.1112676126
894,2,-0.1983302946
902,2,-0.2037762585
917,2,-0.2269417323
918,2,-0.168097061
921,2,-0.3102798611
925,2,-0.1350245423
928,2,-0.0130399385
929,2,-0.2695286951
930,2,-0.2832755167
934,2,-0.060654572
938,2,-0.3178644189
940,2,-0.2749554284
942,2,-0.1144167916
944,2,-0.2659266958
950,2,-0.2745211184
954,2,-0.1739817499
955,2,-0.222156762
957,2,-0.2044488731
958,2,-0.1766749025
961,2,-0.2033634553
970,2,-0.2598970879
971,2,-0.1564821485
974,2,-0.1290918767
976,2,-0.189821508
978,2,-0.1208337634
981,2,-0.0885112769
983,2,-0.2230087198
986,2,-0.2695420302
993,2,-0.2514593311
994,2,-0.0052098407
998,2,-0.0614177717
2,3,-0.1518804781
11,3,-0.0003943342
16,3,-0.0383120265
19,3,-0.1618607956
20,3,0.0817434278
33,3,-0.2092319285
34,3,-0.1142202535
41,3,0.0291478244
45,3,-0.0122878902
48,3,-0.0850989613
56,3,-0.092557934
75,3,-0.1758924295
79,3,0.0435421403
80,3,-0.1442864082
83,3,-0.0761165618
87,3,0.1737148355
88,3,0.1386271867
92,3,0.0338965155
93,3,-0.1351292362
97,3,-0.0805946522
106,3,-0.1120544001
109,3,0.075510173
112,3,-0.0937330846
126,3,0.1104540439
132,3,-0.0312929487
136,3,-0.0562890057
137,3,-0.090249423
138,3,-0.0999203231
140,3,0.0705994816
141,3,-0.1205530809
146,3,0.1333637953
150,3,0.0176925682
151,3,-0.2307652974
152,3,-0.0943090554
159,3,-0.1390434695
165,3,-0.0796181681
171,3,-0.2602080804
181,3,-0.0739558912
182,3,-0.0860884718
192,3,0.0571739201
195,3,0.0584475587
198,3,0.0242015174
199,3,-0.1753456486
204,3,-0.1616607871
208,3,-0.2309347985
215,3,0.0264849327
219,3,-0.1461929871
220,3,-0.1114078748
222,3,-0.1862781134
225,3,-0.0016995578
230,3,-0.090745275
236,3,-0.09210688
243,3,-0.0204251068
246,3,0.053066181
247,3,0.010393779
251,3,-0.1217908204
254,3,-0.0068462057
259,3,0.0077982658
262,3,-0.0307925628
265,3,-0.0561963005
267,3,-0.2516471401
268,3,-0.1879798782
269,3,-0.0403891092
271,3,-0.0593042566
273,3,-0.0904407693
274,3,-0.1035170267
276,3,0.0043563263
277,3,-0.2116294005
280,3,-0.1365690716
286,3,0.0655292669
289,3,-0.0317578013
290,3,0.0672311632
296,3,0.0213582883
301,3,-0.1312672247
302,3,0.0903710635
316,3,-0.2423133696
317,3,-0.0476369961
319,3,0.0526688425
321,3,-0.2176193153
324,3,-0.193693948
331,3,-0.0841137604
333,3,-0.0447175914
336,3,0.1367600234
337,3,-0.048214976
342,3,-0.1135551209
343,3,-0.0345816347
347,3,0.0162464204
349,3,-0.0138850666
352,3,-0.056048572
353,3,-0.2819326427
356,3,-0.1913611447
359,3,0.1094827738
365,3,-0.0053017602
370,3,-0.0310989696
372,3,0.0944369846
374,3,-0.0183992702
376,3,0.0793945571
380,3,-0.0705552338
382,3,-0.4520076364
385,3,0.1111164556
386,3,-0.1591698266
397,3,-0.0960648679
398,3,-0.0271239293
402,3,-0.0988441789
405,3,-0.0582247426
406,3,-0.0219152234
409,3,-0.1113631877
410,3,-0.205117847
420,3,0.0858307403
423,3,-0.0158964007
424,3,-0.0231031578
430,3,0.0326116994
431,3,-0.1000779993
437,3,-0.1576470538
440,3,-0.092376132
443,3,-0.0885121198
445,3,0.0307359651
448,3,0.0555564771
451,3,-0.1286775332
452,3,-0.0058526459
455,3,-0.0909019517
468,3,0.1228875555
469,3,-0.2364069784
470,3,-0.0975581742
472,3,-0.0818789428
480,3,0.0127797723
482,3,-0.0911322873
484,3,-0.3653071404
487,3,-0.1358404082
489,3,-0.2210756636
497,3,-0.0864525848
510,3,-0.1018514962
514,3,-0.1430622708
521,3,-0.1290832604
522,3,-0.1517029739
529,3,-0.0434679146
531,3,-0.0458680687
535,3,0.0016277348
537,3,-0.1681013411
548,3,0.0596665579
551,3,-0.2702117804
554,3,-0.0886052948
557,3,0.0378479787
558,3,-0.1797115052
566,3,-0.1619104361
571,3,0.0342994435
572,3,-0.3488332552
576,3,0.0169276314
578,3,-0.0633068248
580,3,-0.1649894945
584,3,-0.0469235905
589,3,-0.1279121494
591,3,-0.0729211514
592,3,-0.0986152923
596,3,0.02065615
602,3,-0.1414918085
609,3,0.1124447087
611,3,-0.2760149998
614,3,0.010218593
616,3,0.0326971522
621,3,-0.0314321973
626,3,-0.1484729893
630,3,-0.3511107926
632,3,-0.0337546234
633,3,0.0944824598
636,3,-0.021533072
638,3,-0.1523862152
650,3,-0.049610359
652,3,-0.0338165397
664,3,-0.0596287674
666,3,0.0348124095
669,3,-0.0056098774
670,3,-0.1000025397
672,3,-0.1587439451
673,3,-0.1630877851
675,3,-0.0621592801
682,3,-0.0517393261
683,3,-0.0392655396
684,3,-0.0205741533
686,3,-0.0669475621
688,3,0.070302162
690,3,-0.0561545839
695,3,0.0256346531
700,3,-0.0810859225
702,3,-0.023838639
705,3,-0.0383037284
706,3,-0.0533313963
711,3,0.0071187436
712,3,0.161125465
716,3,-0.0506023305
727,3,0.0796686817
744,3,0.0947811535
755,3,-0.2387095981
758,3,-0.1068554696
768,3,-0.2546777202
772,3,-0.0021324661
776,3,-0.0972140762
777,3,-0.1051984138
785,3,0.036208966
789,3,0.1399905443
794,3,0.0317590692
795,3,-0.1150813022
798,3,-0.0099348625
799,3,-0.0420093785
800,3,-0.1341373589
809,3,0.1738930859
811,3,-0.0067658927
812,3,0.0832265974
813,3,-0.0750140356
816,3,-0.0518424178
820,3,-0.0006766247
821,3,0.0782607814
822,3,-0.0214448618
833,3,-0.0569459485
840,3,-0.1470634246
842,3,-0.058051616
845,3,0.0461441999
850,3,-0.0731973627
853,3,-0.0721940648
855,3,-0.0977900964
856,3,-0.1072446672
863,3,-0.1686635928
865,3,-0.151661055
872,3,-0.1798220741
873,3,0.1405033662
880,3,-0.118919771
885,3,0.0186648187
889,3,-0.0728060446
890,3,-0.0407528436
891,3,-0.1259227654
893,3,-0.0710684494
894,3,-0.146216581
896,3,-0.0889741546
900,3,-0.0951245501
901,3,-0.1793387013
910,3,0.0493374219
915,3,-0.2078964843
916,3,-0.0741513279
926,3,0.0361542999
927,3,0.0391017024
929,3,-0.0007227688
934,3,-0.0908516251
937,3,-0.121585889
943,3,-0.0802663996
958,3,-0.2016295312
961,3,-0.0528689637
964,3,-0.003877461
966,3,0.1077664249
970,3,-0.0442551633
973,3,-0.1140451565
975,3,-0.051191874
976,3,-0.1249025247
978,3,-0.1368659194
983,3,0.0529324639
986,3,0.0327239913
994,3,0.1285789673
2,4,0.0009939399
10,4,-0.1081626375
19,4,0.1312380719
20,4,0.1663370185
23,4,0.0261397986
24,4,-0.0835739997
28,4,-0.0329019579
33,4,0.0429117166
34,4,-0.0861487573
37,4,-0.2510874016
39,4,-0.0209245758
51,4,0.1360911296
52,4,-0.1525930712
53,4,-0.1584474348
60,4,0.0601697423
63,4,0.1180682775
69,4,-0.0160707105
77,4,0.0066398274
91,4,-0.1862430318
92,4,0.0700928978
93,4,-0.0519895899
95,4,-0.0648693759
99,4,0.0396438629
101,4,0.0510288
103,4,-0.0326391022
116,4,0.1696743243
121,4,-0.19283196
125,4,-0.1639470588
131,4,-0.0668401995
132,4,0.1758235173
134,4,0.2109300976
135,4,-0.1143353295
138,4,-0.1543167968
141,4,-0.1221430651
143,4,-0.1811450941
156,4,-0.0874587209
159,4,0.0399521254
165,4,0.1050278124
172,4,0.1670305585
173,4,0.0201968412
176,4,0.1191913821
181,4,0.0304929804
185,4,-0.1590403035
187,4,0.0661600802
191,4,0.0154365588
192,4,0.1060164036
193,4,0.1839173666
201,4,-0.1022094708
204,4,-0.0177989757
207,4,0.1968517165
212,4,-0.0213543222
213,4,0.0089956299
214,4,-0.0497485259
219,4,0.105822487
220,4,-0.0347411547
232,4,-0.0590932949
243,4,0.0310299106
250,4,0.0506380206
256,4,0.0740103428
261,4,-0.0246352084
266,4,-0.0372757878
271,4,0.1056134604
272,4,0.0407596875
280,4,-0.0309248657
281,4,0.0377169556
285,4,0.2539298216
300,4,-0.123947716
305,4,0.0311630974
307,4,0.1364784393
313,4,-0.0354565519
331,4,-0.0643350522
340,4,-0.0132806587
341,4,-0.0931603055
342,4,0.0060355508
348,4,0.0111196787
355,4,0.1127604341
368,4,0.0601355003
370,4,-0.0621233515
371,4,-0.0371133413
377,4,-0.0143607129
379,4,-0.1763597901
380,4,-0.1573920595
383,4,0.0590597741
386,4,-0.1152448556
389,4,0.1177461313
401,4,0.0583036384
412,4,-0.044559185
415,4,0.0364898113
422,4,-0.039107395
424,4,0.0399967462
428,4,-0.1807595304
434,4,0.1268529554
445,4,-0.0178363842
458,4,0.0412237517
460,4,-0.072105796
461,4,0.0749397714
465,4,-0.0711526769
468,4,-0.0038958193
472,4,0.2110651439
476,4,-0.0367713704
478,4,0.1007193765
494,4,0.0380253772
499,4,0.0036062066
507,4,-0.0174546805
511,4,-0.0230314747
518,4,0.0135630741
522,4,0.016003257
525,4,0.0608881588
527,4,-0.1042052733
528,4,-0.1158022177
529,4,-0.2132334765
530,4,0.0924385222
533,4,0.0504238789
534,4,-0.0283526708
535,4,-0.0438047567
539,4,0.0591383437
546,4,-0.0170039792
554,4,-0.0440146717
556,4,0.2076305331
557,4,-0.025471676
562,4,0.1469669163
563,4,0.1075183467
566,4,0.0018897047
569,4,-0.1674179085
571,4,-0.0311155188
575,4,0.0741550998
576,4,-0.0668628285
579,4,0.0908606288
597,4,-0.0868725192
601,4,0.1570259161
605,4,0.0899220595
606,4,0.0317508702
607,4,0.0014894991
608,4,0.2805754126
609,4,-0.352108874
613,4,-0.0761008248
622,4,0.0955207474
623,4,0.017556862
624,4,0.0737291258
628,4,0.0276972175
647,4,-0.1017673285
648,4,-0.0722567942
660,4,-0.1285078694
661,4,-0.0772427284
665,4,-0.0398375685
666,4,0.0956808003
672,4,-0.0435144995
674,4,0.0759973445
682,4,0.0433111474
686,4,-0.00156447
689,4,0.1321851944
690,4,0.0409927653
701,4,-0.1516920682
705,4,-0.0929919918
709,4,0.0721277096
714,4,-0.0768345093
717,4,0.1876645514
724,4,0.1367757416
725,4,0.1425205954
728,4,0.0318761232
732,4,0.0865032425
736,4,-0.1721395058
738,4,-0.0878264769
742,4,0.0415317909
746,4,0.2609447211
751,4,0.2495162129
755,4,-0.1513340912
758,4,0.0595435117
759,4,-0.0978526819
763,4,-0.0189981482
765,4,0.080363277
772,4,0.069164568
775,4,-0.092212775
776,4,-0.1539103948
794,4,0.2244649848
795,4,-0.023292334
801,4,-0.1886052091
802,4,0.0036541217
804,4,-0.078925758
807,4,-0.0538854403
811,4,-0.1900625431
813,4,0.1559223925
822,4,0.0352117789
828,4,0.0388575132
831,4,-0.0681281503
833,4,-0.0025393416
835,4,-0.059336239
840,4,-0.1328251256
841,4,0.0511142632
842,4,-0.0028034323
845,4,0.1262406895
849,4,0.010275972
853,4,0.1871204872
854,4,0.0982927875
857,4,-0.0736755176
869,4,-0.0283710962
873,4,-0.1686854235
885,4,0.1418270433
887,4,-0.0901183607
889,4,0.0668491632
890,4,0.0049462197
892,4,0.2203137446
894,4,0.0244414054
901,4,0.048844962
905,4,-0.1027485401
914,4,0.042097323
915,4,0.0415695815
924,4,-0.1046075102
936,4,-0.0979064439
939,4,-0.0298410277
940,4,0.0650334268
941,4,-0.0039425851
961,4,-0.0160807494
962,4,-0.2614815412
967,4,0.0990951985
973,4,-0.082461984
976,4,-0.000511967
977,4,-0.0780443939
978,4,-0.0152214117
983,4,0.0302749024
987,4,0.1365569102
993,4,0.0798007109
994,4,-0.2365160457
997,4,0.0434886909
10,5,-0.2784313353
13,5,-0.3534840117
22,5,-0.4410577966
27,5,-0.4879534353
30,5,-0.5275209554
31,5,-0.413021824
34,5,-0.3906254405
35,5,-0.2959595709
41,5,-0.3961413679
42,5,-0.2229342275
55,5,-0.3326418431
56,5,-0.4861306165
57,5,-0.3606197489
61,5,-0.5130896286
63,5,-0.3669042236
68,5,-0.4355761115
70,5,-0.5424365259
78,5,-0.36796251
81,5,-0.4978747519
94,5,-0.4386763601
95,5,-0.3394122921
98,5,-0.4106411833
100,5,-0.4129264697
102,5,-0.5074585611
106,5,-0.3850098324
108,5,-0.3747761325
117,5,-0.5221088455
118,5,-0.3248189918
122,5,-0.1607490558
124,5,-0.5043523218
125,5,-0.3330281442
130,5,-0.4194620195
131,5,-0.2966701324
137,5,-0.3819167474
149,5,-0.3908959911
150,5,-0.4581727917
154,5,-0.4348938623
157,5,-0.4067048364
162,5,-0.3194879409
163,5,-0.5141088098
165,5,-0.5123310891
168,5,-0.4385949778
170,5,-0.3414958276
171,5,-0.0432976503
175,5,-0.506240461
186,5,-0.3127874107
202,5,-0.3350604538
203,5,-0.3598196327
206,5,-0.3727323937
209,5,-0.4732675093
215,5,-0.516471707
216,5,-0.4434694652
218,5,-0.4488360413
221,5,-0.2412005923
225,5,-0.4023891737
228,5,-0.5694908051
235,5,-0.4207702787
239,5,-0.3539450484
242,5,-0.5285658061
246,5,-0.3342234236
247,5,-0.4058770081
253,5,-0.3170461042
265,5,-0.3721155654
266,5,-0.3450849078
271,5,-0.4146044447
273,5,-0.3775708787
277,5,-0.3745028609
278,5,-0.450889785
280,5,-0.3802072947
287,5,-0.4435627315
288,5,-0.3690121716
291,5,-0.3683587621
297,5,-0.3368207709
300,5,-0.3064412
305,5,-0.5250718704
315,5,-0.2585089724
317,5,-0.2680160291
321,5,-0.2843944935
324,5,-0.3264413397
332,5,-0.302036825
347,5,-0.4225921384
349,5,-0.4788545919
353,5,-0.3487172019
355,5,-0.4067806878
356,5,-0.1766997711
363,5,-0.5686794388
370,5,-0.4249558431
380,5,-0.3023198909
382,5,-0.3667713335
393,5,-0.34469108
394,5,-0.4675717721
398,5,-0.4080136048
405,5,-0.4826842105
410,5,-0.3425929732
411,5,-0.5516541476
412,5,-0.3089056481
417,5,-0.3957641836
418,5,-0.5415189236
419,5,-0.5214031359
422,5,-0.3901957139
424,5,-0.4711434063
427,5,-0.4529896258
430,5,-0.5083155105
441,5,-0.4272878314
443,5,-0.3905221376
444,5,-0.5739692841
446,5,-0.3872174343
447,5,-0.5073987368
450,5,-0.478278885
454,5,-0.4690451283
459,5,-0.3643058474
464,5,-0.3508697271
468,5,-0.5326246466
472,5,-0.4949557075
480,5,-0.3682136631
482,5,-0.4545586928
486,5,-0.3217921547
494,5,-0.2736695921
495,5,-0.2740549914
497,5,-0.5560088546
509,5,-0.4732194969
512,5,-0.3272372802
515,5,-0.4021181103
517,5,-0.4763030143
521,5,-0.2796030779
523,5,-0.5486790055
526,5,-0.3250117901
527,5,-0.5090755742
531,5,-0.422018765
540,5,-0.5763432462
543,5,-0.5151005773
545,5,-0.2409405418
546,5,-0.4550706602
547,5,-0.5664844561
548,5,-0.5740622318
552,5,-0.4046737025
553,5,-0.3540998527
556,5,-0.4923653089
567,5,-0.4185377805
569,5,-0.2902457613
573,5,-0.3619649747
574,5,-0.4236334992
582,5,-0.4026981164
584,5,-0.4835026207
590,5,-0.363925149
599,5,-0.3493299129
606,5,-0.5289016646
607,5,-0.5081483005
608,5,-0.5244330466
611,5,-0.1598923852
613,5,-0.1153038068
615,5,-0.3721722335
617,5,-0.358609767
627,5,-0.5023343652
637,5,-0.3233354401
638,5,-0.4377006224
641,5,-0.4766739378
645,5,-0.4284290372
648,5,-0.2816173428
655,5,-0.4243949033
656,5,-0.2446101854
662,5,-0.3009850355
663,5,-0.3435865927
673,5,-0.411538397
677,5,-0.47248378
680,5,-0.3141001847
682,5,-0.5174315162
683,5,-0.4083579034
687,5,-0.2464953616
691,5,-0.5599650269
692,5,-0.4743831713
694,5,-0.2418130527
696,5,-0.2914836493
699,5,-0.5371769195
701,5,-0.3749016155
704,5,-0.4626800257
705,5,-0.3070573163
706,5,-0.2951386581
713,5,-0.5528382704
717,5,-0.4511649436
718,5,-0.3509756189
719,5,-0.5639325607
724,5,-0.4568918331
726,5,-0.379813418
736,5,-0.3655750481
739,5,-0.425362068
743,5,-0.4592981315
745,5,-0.4656009945
746,5,-0.4295410758
752,5,-0.3495256748
753,5,-0.4593464096
755,5,-0.2817633865
766,5,-0.4516241344
769,5,-0.3954855633
775,5,-0.3789754944
776,5,-0.2328972372
777,5,-0.1664358033
791,5,-0.4371044286
793,5,-0.2885255596
799,5,-0.4547054874
802,5,-0.4899275159
805,5,-0.3364287924
806,5,-0.3284011204
810,5,-0.3847199711
813,5,-0.451825702
823,5,-0.4926543733
837,5,-0.3747079806
842,5,-0.3092587074
845,5,-0.4711691612
846,5,-0.3751502351
851,5,-0.4903944678
852,5,-0.3366347155
868,5,-0.4733492706
880,5,-0.3598236437
885,5,-0.4467381403
887,5,-0.4154938613
889,5,-0.574991022
890,5,-0.5030881742
916,5,-0.2988430281
919,5,-0.4272514843
920,5,-0.207443602
922,5,-0.3788813515
924,5,-0.2283968183
925,5,-0.2808478504
928,5,-0.2705980793
929,5,-0.4588316965
935,5,-0.4366181934
937,5,-0.3680901669
940,5,-0.4733750457
